municipio_codigo;municipio_nombre;distrito_codigo;distrito_nombre;barrio_codigo;barrio_nombre;sexo;rango_edad;numero_defunciones
79;Madrid;79602;Arganzuela;796022;Acacias;Hombre;De 35 a 39 años;0
79;Madrid;79602;Arganzuela;796022;Acacias;Hombre;De 40 a 44 años;3
79;Madrid;79602;Arganzuela;796022;Acacias;Hombre;De 45 a 49 años;3
79;Madrid;79602;Arganzuela;796022;Acacias;Hombre;De 50 a 54 años;6
79;Madrid;79602;Arganzuela;796022;Acacias;Hombre;De 55 a 59 años;5
79;Madrid;79602;Arganzuela;796022;Acacias;Hombre;De 60 a 64 años;7
79;Madrid;79602;Arganzuela;796022;Acacias;Hombre;De 65 a 69 años;7
79;Madrid;79602;Arganzuela;796022;Acacias;Hombre;De 70 a 74 años;12
79;Madrid;79602;Arganzuela;796022;Acacias;Hombre;De 75 a 79 años;11
79;Madrid;79602;Arganzuela;796022;Acacias;Hombre;De 80 a 84 años;21
79;Madrid;79602;Arganzuela;796022;Acacias;Hombre;De 85 a 89 años;22
79;Madrid;79602;Arganzuela;796022;Acacias;Hombre;De 90 a 94 años;18
79;Madrid;79602;Arganzuela;796022;Acacias;Hombre;De 95 a 99 años;9
79;Madrid;79602;Arganzuela;796022;Acacias;Hombre;Mayores de 100 años;1
79;Madrid;79602;Arganzuela;796022;Acacias;Mujer;De 0 a 4 años;0
79;Madrid;79602;Arganzuela;796022;Acacias;Mujer;De 5 a 9 años;0
79;Madrid;79602;Arganzuela;796022;Acacias;Mujer;De 10 a 14 años;0
79;Madrid;79602;Arganzuela;796022;Acacias;Mujer;De 15 a 19 años;0
79;Madrid;79602;Arganzuela;796022;Acacias;Mujer;De 20 a 24 años;0
79;Madrid;79602;Arganzuela;796022;Acacias;Mujer;De 25 a 29 años;1
79;Madrid;79602;Arganzuela;796022;Acacias;Mujer;De 30 a 34 años;0
79;Madrid;79602;Arganzuela;796022;Acacias;Mujer;De 35 a 39 años;0
79;Madrid;79602;Arganzuela;796022;Acacias;Mujer;De 40 a 44 años;0
79;Madrid;79602;Arganzuela;796022;Acacias;Mujer;De 45 a 49 años;3
79;Madrid;79602;Arganzuela;796022;Acacias;Mujer;De 50 a 54 años;4
79;Madrid;79602;Arganzuela;796022;Acacias;Mujer;De 55 a 59 años;3
79;Madrid;79602;Arganzuela;796022;Acacias;Mujer;De 60 a 64 años;6
79;Madrid;79602;Arganzuela;796022;Acacias;Mujer;De 65 a 69 años;5
79;Madrid;79602;Arganzuela;796022;Acacias;Mujer;De 70 a 74 años;12
79;Madrid;79602;Arganzuela;796022;Acacias;Mujer;De 75 a 79 años;10
79;Madrid;79602;Arganzuela;796022;Acacias;Mujer;De 80 a 84 años;22
79;Madrid;79602;Arganzuela;796022;Acacias;Mujer;De 85 a 89 años;38
79;Madrid;79602;Arganzuela;796022;Acacias;Mujer;De 90 a 94 años;38
79;Madrid;79602;Arganzuela;796022;Acacias;Mujer;De 95 a 99 años;19
79;Madrid;79602;Arganzuela;796022;Acacias;Mujer;Mayores de 100 años;5
79;Madrid;79602;Arganzuela;796023;Chopera;Hombre;De 0 a 4 años;1
79;Madrid;79602;Arganzuela;796023;Chopera;Hombre;De 5 a 9 años;0
79;Madrid;79602;Arganzuela;796023;Chopera;Hombre;De 10 a 14 años;0
79;Madrid;79602;Arganzuela;796023;Chopera;Hombre;De 15 a 19 años;0
79;Madrid;79602;Arganzuela;796023;Chopera;Hombre;De 20 a 24 años;0
79;Madrid;79602;Arganzuela;796023;Chopera;Hombre;De 25 a 29 años;0
79;Madrid;79602;Arganzuela;796023;Chopera;Hombre;De 30 a 34 años;0
